'1','2015-10-22 12:03:00','SEEKONK                       ','MA ','02771     ','Quilted Northern Ultra Soft  Strong','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','SEEKONK                       ','MA ','02771     ','Staples Multiuse Copy Paper 8 12 x','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','ST JAMES                      ','NY ','11780     ','ST LRSN FM KG MT    ','JCPenney - Elizabeth                    '
'1','2015-10-22 12:03:00','ST JAMES                      ','NY ','11780     ','ST PS 2015 KF       ','JCPenney - Elizabeth                    '
'1','2015-10-22 12:03:00','WOONSOCKET                    ','RI ','02895     ','Small Box/Env/Vendor','Staples - Foxborough                    '
'1','2015-10-22 12:04:00','ATHERTON                      ','CA ','940273808 ','Samsung UN55JU7500 Curved 55-Inch 4K Ultra HD 3D Smart LED TV (2015 Model)','Amazon - 4000                           '
'1','2015-10-22 12:04:00','BRASELTON                     ','GA ','305174322 ','Horizon Fitness T101-04 Treadmill','Amazon - 4000                           '
'1','2015-10-22 12:04:00','BREMERTON                     ','WA ','983104663 ','JOOLA Inside Table Tennis Table','Amazon - 4000                           '
'1','2015-10-22 12:04:00','Dallas                        ','TX ','75209     ','MAT','Green Home - N Texas                    '
'1','2015-10-22 12:04:00','EAST PROVIDENCE               ','RI ','02914     ','CYNTHIA ROWLEY COPY PAPER','Staples - Foxborough                    '
'1','2015-10-22 12:04:00','MARLBOROUGH                   ','MA ','01752     ','AA BOX','Staples - Foxborough                    '
'1','2015-10-22 12:04:00','WYLIE                         ','TX ','75098     ','BCG - Cabinet','Masco Cabinetry Q&M - Arlington         '
'1','2015-10-22 12:04:00','WYLIE                         ','TX ','75098     ','BCG Other Piece','Masco Cabinetry Q&M - Arlington         '
'1','2015-10-22 12:05:00','BRAINTREE                     ','MA ','02184     ','.','Staples - Foxborough                    '
'1','2015-10-22 12:05:00','BRAINTREE                     ','MA ','02184     ','AA BOX','Staples - Foxborough                    '
'1','2015-10-22 12:05:00','BRAINTREE                     ','MA ','02184     ','GP COMPACT 2 PLY TOILET TISSUE','Staples - Foxborough                    '
